,author_ID,Gender,Repo_name,Commit_datetime,Commit_message,Added,Deleted,Modified,Removed,Day,MSG_LEN,Tag,Message,Tag_type,Message_Type,tagMessageAccuracy,Commit_Type,Commit_Type_2,Project_Type,team_info,count_of_females,count_of_males,predicted_tags
70605,_tqsfhxqh_,M,csc216-T-P2-50,2020-10-29 23:17:43,order manager,146.0,2.0,18.0,2.0,3,13.0,Untagged,order manager,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[implementation]
70604,_tqsfhxqh_,M,csc216-T-P2-50,2020-10-29 23:18:55,Merge branch 'main' of https://github.ncsu.edu/engr-csc216-fall2020/csc216-T-P2-50.git into main,146.0,2.0,18.0,2.0,3,96.0,Untagged,Merge branch 'main' of https://github.ncsu.edu/engr-csc216-fall2020/csc216-T-P2-50.git into main,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
70603,_tqsfhxqh_,M,csc216-T-P2-50,2020-10-29 23:20:59,actual order manager,146.0,2.0,18.0,2.0,3,20.0,Untagged,actual order manager,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[implementation]
70602,_tqsfhxqh_,M,csc216-T-P2-50,2020-11-05 14:20:49,most or reader but it still isnt working,127.0,2.0,18.0,2.0,3,40.0,Untagged,most or reader but it still isnt working,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
70557,_tqsfhxqh_,M,csc216-T-P2-50,2020-11-06 03:36:06,writer update,124.0,0.0,10.0,0.0,4,13.0,Untagged,writer update,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
70600,_tqsfhxqh_,M,csc216-T-P2-50,2020-11-05 21:35:02,beginning of writer,125.0,1.0,19.0,3.0,3,19.0,Untagged,beginning of writer,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
70599,_tqsfhxqh_,M,csc216-T-P2-50,2020-11-05 21:42:09,pmd,126.0,2.0,19.0,2.0,3,3.0,Untagged,pmd,Untagged,Styling,Untagged,Styling,untagged,Team P2,mixed,1,1,[debugging]
70598,_tqsfhxqh_,M,csc216-T-P2-50,2020-11-05 21:56:11,package fixing,124.0,0.0,23.0,0.0,3,14.0,Untagged,package fixing,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[bugfix]
70597,_tqsfhxqh_,M,csc216-T-P2-50,2020-11-05 21:59:37,Merge branch 'main' of https://github.ncsu.edu/engr-csc216-fall2020/csc216-T-P2-50.git into main  Conflicts:  Project2/test-files/data1_writer.txt ,124.0,0.0,21.0,0.0,3,147.0,Untagged,Merge branch 'main' of https://github.ncsu.edu/engr-csc216-fall2020/csc216-T-P2-50.git into main  Conflicts:  Project2/test-files/data1_writer.txt ,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
70572,_tqsfhxqh_,M,csc216-T-P2-50,2020-11-06 00:04:26,fixing my mistake,124.0,0.0,14.0,0.0,4,17.0,Untagged,fixing my mistake,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[test]
70571,_tqsfhxqh_,M,csc216-T-P2-50,2020-11-06 00:14:54,testing,124.0,0.0,14.0,0.0,4,7.0,Untagged,testing,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
70601,_tqsfhxqh_,M,csc216-T-P2-50,2020-11-05 21:09:36,reader rough draft,126.0,1.0,18.0,3.0,3,18.0,Untagged,reader rough draft,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
70568,_tqsfhxqh_,M,csc216-T-P2-50,2020-11-06 00:41:28,Merge branch 'main' of https://github.ncsu.edu/engr-csc216-fall2020/csc216-T-P2-50.git into main,124.0,0.0,12.0,0.0,4,96.0,Untagged,Merge branch 'main' of https://github.ncsu.edu/engr-csc216-fall2020/csc216-T-P2-50.git into main,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
70570,_tqsfhxqh_,M,csc216-T-P2-50,2020-11-06 00:20:37,add menu item change,124.0,0.0,13.0,0.0,4,20.0,Untagged,add menu item change,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
70569,_tqsfhxqh_,M,csc216-T-P2-50,2020-11-06 00:40:44,order test change,124.0,0.0,13.0,0.0,4,17.0,Untagged,order test change,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
70567,_tqsfhxqh_,M,csc216-T-P2-50,2020-11-06 00:43:06,local test change,124.0,0.0,11.0,0.0,4,17.0,Untagged,local test change,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
70566,_tqsfhxqh_,M,csc216-T-P2-50,2020-11-06 01:08:32,reader stuff,124.0,0.0,11.0,0.0,4,12.0,Untagged,reader stuff,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
70559,_tqsfhxqh_,M,csc216-T-P2-50,2020-11-06 03:05:12,Merge branch 'main' of https://github.ncsu.edu/engr-csc216-fall2020/csc216-T-P2-50.git into main  Conflicts:  Project2/test-files/data1_writer.txt ,124.0,0.0,10.0,0.0,4,147.0,Untagged,Merge branch 'main' of https://github.ncsu.edu/engr-csc216-fall2020/csc216-T-P2-50.git into main  Conflicts:  Project2/test-files/data1_writer.txt ,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
70565,_tqsfhxqh_,M,csc216-T-P2-50,2020-11-06 01:09:41,Merge branch 'main' of https://github.ncsu.edu/engr-csc216-fall2020/csc216-T-P2-50.git into main,124.0,0.0,11.0,0.0,4,96.0,Untagged,Merge branch 'main' of https://github.ncsu.edu/engr-csc216-fall2020/csc216-T-P2-50.git into main,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
70564,_tqsfhxqh_,M,csc216-T-P2-50,2020-11-06 01:16:05,checkstyle,124.0,0.0,10.0,0.0,4,10.0,Untagged,checkstyle,Untagged,Styling,Untagged,Styling,untagged,Team P2,mixed,1,1,[style]
70563,_tqsfhxqh_,M,csc216-T-P2-50,2020-11-06 01:16:44,Merge branch 'main' of https://github.ncsu.edu/engr-csc216-fall2020/csc216-T-P2-50.git into main,124.0,0.0,10.0,0.0,4,96.0,Untagged,Merge branch 'main' of https://github.ncsu.edu/engr-csc216-fall2020/csc216-T-P2-50.git into main,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
70561,_tqsfhxqh_,M,csc216-T-P2-50,2020-11-06 02:31:03,Merge branch 'main' of https://github.ncsu.edu/engr-csc216-fall2020/csc216-T-P2-50.git into main  Conflicts:  Project2/test-files/data1_writer.txt ,124.0,0.0,10.0,0.0,4,147.0,Untagged,Merge branch 'main' of https://github.ncsu.edu/engr-csc216-fall2020/csc216-T-P2-50.git into main  Conflicts:  Project2/test-files/data1_writer.txt ,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
70560,_tqsfhxqh_,M,csc216-T-P2-50,2020-11-06 03:03:22,data writer all but finished,124.0,0.0,10.0,0.0,4,28.0,Untagged,data writer all but finished,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
70562,_tqsfhxqh_,M,csc216-T-P2-50,2020-11-06 02:30:22,data reader and writer,124.0,0.0,10.0,0.0,4,22.0,Untagged,data reader and writer,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
18268,ca6znqre,F,csc216-T-P2-55,2020-10-20 16:50:09,testing OrderItem constructor,25.0,0.0,26.0,0.0,1,29.0,Untagged,testing OrderItem constructor,Untagged,ImplementationTesting,Untagged,ImplementationTesting,untagged,Team P2,mixed,1,1,[test]
18269,ca6znqre,F,csc216-T-P2-55,2020-10-19 21:38:30,[implementation ; testing]  Customer; MenuItem; OrderItem; ModelException ,25.0,0.0,26.0,0.0,0,74.0,Untagged,[implementation ; testing]  Customer; MenuItem; OrderItem; ModelException ,Untagged,ImplementationTesting,Untagged,ImplementationTesting,untagged,Team P2,mixed,1,1,[implementation]
18267,ca6znqre,F,csc216-T-P2-55,2020-10-21 17:52:34,fixed OrderItem constructor,25.0,0.0,25.0,0.0,2,27.0,Untagged,fixed OrderItem constructor,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[bugfix]
18270,ca6znqre,F,csc216-T-P2-55,2020-10-19 10:22:32,-,25.0,0.0,26.0,0.0,0,1.0,Untagged,-,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
18271,ca6znqre,F,csc216-T-P2-55,2020-10-19 10:08:35,[implementation]fixing ModelException for addMenuItem,25.0,0.0,26.0,0.0,0,53.0,IMPLEMENTATION,fixing ModelException for addMenuItem,Implementation,Implementation,True,Implementation,implementation,Team P2,mixed,1,1,[implementation]
18266,ca6znqre,F,csc216-T-P2-55,2020-10-27 09:02:15,[implementation],25.0,0.0,25.0,0.0,1,16.0,IMPLEMENTATION,,Implementation,Misc,False,Implementation,implementation,Team P2,mixed,1,1,[implementation]
18285,ca6znqre,F,csc216-T-P2-55,2020-10-16 21:19:28,initial commit: skeleton,37.0,0.0,14.0,0.0,4,24.0,Untagged,initial commit: skeleton,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[skeleton]
30296,3nxxni3gm,M,csc216-T-P2-55,2020-11-02 13:02:46,Whoops forgot this part,3.0,1.0,21.0,0.0,0,23.0,Untagged,Whoops forgot this part,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
18283,ca6znqre,F,csc216-T-P2-55,2020-10-16 21:29:52,[implementation] fixed ModelException errors from GUI in corresponding class files,37.0,0.0,14.0,0.0,4,82.0,IMPLEMENTATION, fixed ModelException errors from GUI in corresponding class files,Implementation,Implementation,True,Implementation,implementation,Team P2,mixed,1,1,[implementation]
30304,3nxxni3gm,M,csc216-T-P2-55,2020-11-02 11:57:18,-,3.0,1.0,21.0,0.0,0,1.0,Untagged,-,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
30305,3nxxni3gm,M,csc216-T-P2-55,2020-11-02 11:44:50,[testing] CustomerManager,3.0,1.0,21.0,0.0,0,25.0,TESTING, CustomerManager,Testing,Implementation,False,ImplementationTesting,test,Team P2,mixed,1,1,[test]
30306,3nxxni3gm,M,csc216-T-P2-55,2020-11-02 11:22:50,Implemented Comparable for each of the objects for manager,3.0,1.0,21.0,0.0,0,58.0,Untagged,Implemented Comparable for each of the objects for manager,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[implementation]
30307,3nxxni3gm,M,csc216-T-P2-55,2020-10-29 21:14:02,Removed the array list,3.0,1.0,25.0,0.0,3,22.0,Untagged,Removed the array list,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
30308,3nxxni3gm,M,csc216-T-P2-55,2020-10-29 20:57:54,A little more testing,3.0,1.0,25.0,0.0,3,21.0,Untagged,A little more testing,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
30309,3nxxni3gm,M,csc216-T-P2-55,2020-10-29 20:52:57,A little testing for writer,3.0,1.0,25.0,0.0,3,27.0,Untagged,A little testing for writer,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
30310,3nxxni3gm,M,csc216-T-P2-55,2020-10-29 20:50:12,Working on the tests,3.0,0.0,25.0,0.0,3,20.0,Untagged,Working on the tests,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
30311,3nxxni3gm,M,csc216-T-P2-55,2020-10-29 18:29:36,Implemented Reader,3.0,0.0,25.0,0.0,3,18.0,Untagged,Implemented Reader,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[implementation]
18276,ca6znqre,F,csc216-T-P2-55,2020-10-18 11:20:51,-,25.0,0.0,26.0,0.0,6,1.0,Untagged,-,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
30312,3nxxni3gm,M,csc216-T-P2-55,2020-10-29 17:06:23,asdf,24.0,0.0,25.0,0.0,3,4.0,Untagged,asdf,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
30314,3nxxni3gm,M,csc216-T-P2-55,2020-10-29 13:27:27,Implemented OrderManager tests,24.0,0.0,25.0,0.0,3,30.0,Untagged,Implemented OrderManager tests,Untagged,ImplementationTesting,Untagged,ImplementationTesting,untagged,Team P2,mixed,1,1,[implementation]
30315,3nxxni3gm,M,csc216-T-P2-55,2020-10-22 20:15:45,[implementation] fixed Order to compile code,24.0,0.0,25.0,0.0,3,44.0,IMPLEMENTATION, fixed Order to compile code,Implementation,Implementation,True,Implementation,implementation,Team P2,mixed,1,1,[implementation]
30316,3nxxni3gm,M,csc216-T-P2-55,2020-10-21 17:49:10,Put back list field,25.0,0.0,25.0,0.0,2,19.0,Untagged,Put back list field,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[implementation]
18275,ca6znqre,F,csc216-T-P2-55,2020-10-18 11:22:49,[implementation] fixing ModelException throws in OrderItem.setQuantity,25.0,0.0,26.0,0.0,6,70.0,IMPLEMENTATION, fixing ModelException throws in OrderItem.setQuantity,Implementation,Implementation,True,Implementation,implementation,Team P2,mixed,1,1,[implementation]
30317,3nxxni3gm,M,csc216-T-P2-55,2020-10-21 17:46:51,Removed the list field,25.0,0.0,25.0,0.0,2,22.0,Untagged,Removed the list field,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[implementation]
30318,3nxxni3gm,M,csc216-T-P2-55,2020-10-21 17:43:04,Added ListNode field list to SortedList,25.0,0.0,26.0,0.0,2,39.0,Untagged,Added ListNode field list to SortedList,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[implementation]
18265,ca6znqre,F,csc216-T-P2-55,2020-10-27 09:02:37,[implementation] UniqueList,25.0,0.0,25.0,0.0,1,27.0,IMPLEMENTATION, UniqueList,Implementation,Misc,False,Implementation,implementation,Team P2,mixed,1,1,[implementation]
18274,ca6znqre,F,csc216-T-P2-55,2020-10-18 11:26:28,[implementatoin] fixinf ModelException errors,25.0,0.0,26.0,0.0,6,45.0,IMPLEMENTATOIN, fixinf ModelException errors,Implementation,Implementation,True,Implementation,implementation,Team P2,mixed,1,1,[implementation]
30313,3nxxni3gm,M,csc216-T-P2-55,2020-10-29 16:12:42,UniqueList Testing,24.0,0.0,25.0,0.0,3,18.0,Untagged,UniqueList Testing,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
18284,ca6znqre,F,csc216-T-P2-55,2020-10-16 21:19:49,[implementation] HLOJDataReader,37.0,0.0,14.0,0.0,4,31.0,IMPLEMENTATION, HLOJDataReader,Implementation,Misc,False,Implementation,implementation,Team P2,mixed,1,1,[implementation]
18277,ca6znqre,F,csc216-T-P2-55,2020-10-18 11:19:46,-,25.0,0.0,26.0,0.0,6,1.0,Untagged,-,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
30302,3nxxni3gm,M,csc216-T-P2-55,2020-11-02 12:12:06,Fixing UniqueList,3.0,1.0,21.0,0.0,0,17.0,Untagged,Fixing UniqueList,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[bugfix]
18282,ca6znqre,F,csc216-T-P2-55,2020-10-17 22:21:44,[implementation] updated type of parameter for MenuItem.setPrice,37.0,0.0,14.0,0.0,5,64.0,IMPLEMENTATION, updated type of parameter for MenuItem.setPrice,Implementation,Misc,False,Implementation,implementation,Team P2,mixed,1,1,[implementation]
18281,ca6znqre,F,csc216-T-P2-55,2020-10-17 22:24:27,-,37.0,0.0,14.0,0.0,5,1.0,Untagged,-,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
18280,ca6znqre,F,csc216-T-P2-55,2020-10-18 10:55:21,[implementation] added test classes,25.0,0.0,26.0,0.0,6,35.0,IMPLEMENTATION, added test classes,Implementation,Testing,False,ImplementationTesting,implementation,Team P2,mixed,1,1,[implementation]
18279,ca6znqre,F,csc216-T-P2-55,2020-10-18 11:13:25,[implementation[] fixing jenkins console output errors,25.0,0.0,26.0,0.0,6,54.0,Untagged,[implementation[] fixing jenkins console output errors,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[implementation]
18278,ca6znqre,F,csc216-T-P2-55,2020-10-18 11:16:33,-,25.0,0.0,26.0,0.0,6,1.0,Untagged,-,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
30288,3nxxni3gm,M,csc216-T-P2-55,2020-11-04 18:15:59,[implementation] HLOJ Reader,3.0,1.0,20.0,0.0,2,28.0,IMPLEMENTATION, HLOJ Reader,Implementation,Misc,False,Implementation,implementation,Team P2,mixed,1,1,[implementation]
30289,3nxxni3gm,M,csc216-T-P2-55,2020-11-04 11:06:07,OrderManager,3.0,1.0,20.0,0.0,2,12.0,Untagged,OrderManager,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[implementation]
30290,3nxxni3gm,M,csc216-T-P2-55,2020-11-04 10:54:51,Regressing back implementation didn't work,3.0,1.0,20.0,0.0,2,42.0,Untagged,Regressing back implementation didn't work,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[implementation]
30303,3nxxni3gm,M,csc216-T-P2-55,2020-11-02 12:06:26,Unique List implementation,3.0,1.0,21.0,0.0,0,26.0,Untagged,Unique List implementation,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[implementation]
30291,3nxxni3gm,M,csc216-T-P2-55,2020-11-04 10:52:52,OrderManager placeOrder Implementation,3.0,1.0,20.0,0.0,2,38.0,Untagged,OrderManager placeOrder Implementation,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[implementation]
30293,3nxxni3gm,M,csc216-T-P2-55,2020-11-02 13:20:46,[testing] SortedList,3.0,1.0,21.0,0.0,0,20.0,TESTING, SortedList,Testing,Misc,False,Testing,test,Team P2,mixed,1,1,[test]
30294,3nxxni3gm,M,csc216-T-P2-55,2020-11-02 13:16:46,add method in SortedList,3.0,1.0,21.0,0.0,0,24.0,Untagged,add method in SortedList,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
30295,3nxxni3gm,M,csc216-T-P2-55,2020-11-02 13:14:32,- ,3.0,1.0,21.0,0.0,0,2.0,Untagged,- ,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
30297,3nxxni3gm,M,csc216-T-P2-55,2020-11-02 13:02:32,Unique List implementation ,3.0,1.0,21.0,0.0,0,27.0,Untagged,Unique List implementation ,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[implementation]
30298,3nxxni3gm,M,csc216-T-P2-55,2020-11-02 12:41:16,-,3.0,1.0,21.0,0.0,0,1.0,Untagged,-,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
30299,3nxxni3gm,M,csc216-T-P2-55,2020-11-02 12:36:06,-,3.0,1.0,21.0,0.0,0,1.0,Untagged,-,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
30300,3nxxni3gm,M,csc216-T-P2-55,2020-11-02 12:33:56,Unique List error checking,3.0,1.0,21.0,0.0,0,26.0,Untagged,Unique List error checking,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[debugging]
30301,3nxxni3gm,M,csc216-T-P2-55,2020-11-02 12:18:41,-,3.0,1.0,21.0,0.0,0,1.0,Untagged,-,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
30292,3nxxni3gm,M,csc216-T-P2-55,2020-11-02 13:33:23,Sorted List troubleshooting,3.0,1.0,21.0,0.0,0,27.0,Untagged,Sorted List troubleshooting,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
18264,ca6znqre,F,csc216-T-P2-55,2020-10-27 09:03:01,Merge branch 'main' of https://github.ncsu.edu/engr-csc216-fall2020/csc216-T-P2-55.git into main,24.0,0.0,25.0,0.0,1,96.0,Untagged,Merge branch 'main' of https://github.ncsu.edu/engr-csc216-fall2020/csc216-T-P2-55.git into main,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
18273,ca6znqre,F,csc216-T-P2-55,2020-10-18 11:30:44,-,25.0,0.0,26.0,0.0,6,1.0,Untagged,-,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
18262,ca6znqre,F,csc216-T-P2-55,2020-10-27 20:46:26,[implementation],24.0,0.0,25.0,0.0,1,16.0,IMPLEMENTATION,,Implementation,Misc,False,Implementation,implementation,Team P2,mixed,1,1,[implementation]
18204,ca6znqre,F,csc216-T-P2-55,2020-11-04 22:58:24,data10.txt,2.0,1.0,21.0,0.0,2,10.0,Untagged,data10.txt,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
18203,ca6znqre,F,csc216-T-P2-55,2020-11-04 23:10:04,data10.xt,2.0,1.0,21.0,0.0,2,9.0,Untagged,data10.xt,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
18202,ca6znqre,F,csc216-T-P2-55,2020-11-04 23:14:00,-,2.0,1.0,21.0,0.0,2,1.0,Untagged,-,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
18201,ca6znqre,F,csc216-T-P2-55,2020-11-04 23:35:01,-,2.0,1.0,21.0,0.0,2,1.0,Untagged,-,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
18200,ca6znqre,F,csc216-T-P2-55,2020-11-04 23:36:30,-,2.0,1.0,21.0,0.0,2,1.0,Untagged,-,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
18199,ca6znqre,F,csc216-T-P2-55,2020-11-04 23:38:44,-,2.0,1.0,21.0,0.0,2,1.0,Untagged,-,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
18189,ca6znqre,F,csc216-T-P2-55,2020-11-05 10:57:38,writer,1.0,0.0,17.0,0.0,3,6.0,Untagged,writer,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
18190,ca6znqre,F,csc216-T-P2-55,2020-11-05 09:27:53,checkstyle ; pmd,2.0,1.0,19.0,0.0,3,16.0,Untagged,checkstyle ; pmd,Untagged,Styling,Untagged,Styling,untagged,Team P2,mixed,1,1,[style]
18191,ca6znqre,F,csc216-T-P2-55,2020-11-05 09:17:08,-,2.0,1.0,21.0,0.0,3,1.0,Untagged,-,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
18192,ca6znqre,F,csc216-T-P2-55,2020-11-05 09:17:04,reader checkstyle,2.0,1.0,21.0,0.0,3,17.0,Untagged,reader checkstyle,Untagged,Styling,Untagged,Styling,untagged,Team P2,mixed,1,1,[style]
18205,ca6znqre,F,csc216-T-P2-55,2020-11-04 22:44:04,data14.txt,2.0,1.0,21.0,0.0,2,10.0,Untagged,data14.txt,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
18232,ca6znqre,F,csc216-T-P2-55,2020-11-03 11:12:35,[testing] updated error messages,3.0,1.0,21.0,0.0,1,32.0,TESTING, updated error messages,Testing,Misc,False,Testing,test,Team P2,mixed,1,1,[test]
18197,ca6znqre,F,csc216-T-P2-55,2020-11-04 23:49:24,-,2.0,1.0,21.0,0.0,2,1.0,Untagged,-,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
18254,ca6znqre,F,csc216-T-P2-55,2020-10-29 17:34:31,[implementation] OrderManager,3.0,0.0,25.0,0.0,3,29.0,IMPLEMENTATION, OrderManager,Implementation,Implementation,True,Implementation,implementation,Team P2,mixed,1,1,[implementation]
18233,ca6znqre,F,csc216-T-P2-55,2020-11-03 11:10:13,-,3.0,1.0,21.0,0.0,1,1.0,Untagged,-,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
18234,ca6znqre,F,csc216-T-P2-55,2020-11-03 11:08:21,[implementation ; testing] CustomerManager,3.0,1.0,21.0,0.0,1,42.0,Untagged,[implementation ; testing] CustomerManager,Untagged,ImplementationTesting,Untagged,ImplementationTesting,untagged,Team P2,mixed,1,1,[implementation]
18235,ca6znqre,F,csc216-T-P2-55,2020-11-03 10:15:42,-,3.0,1.0,21.0,0.0,1,1.0,Untagged,-,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
18216,ca6znqre,F,csc216-T-P2-55,2020-11-03 21:59:41,-,3.0,1.0,20.0,0.0,1,1.0,Untagged,-,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
18252,ca6znqre,F,csc216-T-P2-55,2020-10-29 20:58:40,[testing] fixing pmd related test errors,3.0,1.0,25.0,0.0,3,40.0,TESTING, fixing pmd related test errors,Testing,ImplementationTestingStyling,True,ImplementationTestingStyling,test,Team P2,mixed,1,1,[test]
18251,ca6znqre,F,csc216-T-P2-55,2020-10-30 13:26:18,[debugging] model package,3.0,1.0,21.0,0.0,4,25.0,DEBUGGING, model package,Implementation,Misc,False,Implementation,debugging,Team P2,mixed,1,1,[debugging]
18188,ca6znqre,F,csc216-T-P2-55,2020-11-05 11:00:23,checkstyle,1.0,0.0,16.0,0.0,3,10.0,Untagged,checkstyle,Untagged,Styling,Untagged,Styling,untagged,Team P2,mixed,1,1,[style]
18187,ca6znqre,F,csc216-T-P2-55,2020-11-05 11:17:19,[deployment] final checking; added BBTP,0.0,0.0,0.0,0.0,3,39.0,DEPLOYMENT, final checking; added BBTP,Misc,Testing,False,Testing,documentation,Team P2,mixed,1,1,[documentation]
18198,ca6znqre,F,csc216-T-P2-55,2020-11-04 23:43:25,-,2.0,1.0,21.0,0.0,2,1.0,Untagged,-,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
18186,ca6znqre,F,csc216-T-P2-55,2020-11-05 11:21:00,[final commit!!] generated javadoc,0.0,123.0,2.0,0.0,3,34.0,Untagged,[final commit!!] generated javadoc,Untagged,Documentation,Untagged,Documentation,untagged,Team P2,mixed,1,1,[documentation]
18206,ca6znqre,F,csc216-T-P2-55,2020-11-04 22:33:42,debugging,2.0,1.0,21.0,0.0,2,9.0,Untagged,debugging,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[debugging]
18272,ca6znqre,F,csc216-T-P2-55,2020-10-18 11:33:01,[implementation] ModelException in MenuManager.addMenuItem,25.0,0.0,26.0,0.0,6,58.0,IMPLEMENTATION, ModelException in MenuManager.addMenuItem,Implementation,Implementation,True,Implementation,implementation,Team P2,mixed,1,1,[implementation]
18217,ca6znqre,F,csc216-T-P2-55,2020-11-03 21:34:00,[debugging],3.0,1.0,20.0,0.0,1,11.0,DEBUGGING,,Implementation,Misc,False,Implementation,debugging,Team P2,mixed,1,1,[debugging]
18218,ca6znqre,F,csc216-T-P2-55,2020-11-03 16:52:03,[testing] OrderManager,3.0,1.0,20.0,0.0,1,22.0,TESTING, OrderManager,Testing,Implementation,False,ImplementationTesting,test,Team P2,mixed,1,1,[test]
18219,ca6znqre,F,csc216-T-P2-55,2020-11-03 16:32:15,-,3.0,1.0,20.0,0.0,1,1.0,Untagged,-,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
18220,ca6znqre,F,csc216-T-P2-55,2020-11-03 16:32:10,[testing] orderManager,3.0,1.0,20.0,0.0,1,22.0,TESTING, orderManager,Testing,Implementation,False,ImplementationTesting,test,Team P2,mixed,1,1,[test]
